full_text,Keyword,Predicted,Predicted Label,ID
narasinya akan selalu sama institusi negara bikin kebijakan konyol atau mengomong kacau rakyat melawan aparat ngawal kisruh rakyat aparat stop it dia muncul sebagai pahlawan kesiangan muncul dengan narasi narasi omong kosong persetan reformasidpr reformasipolri,ReformasiPolri,0,Negative,164
harus reformasiparlemen reformasipolri dalam satu waktu banyak sangat perkara yang harus dituntutkan dalam demo mumet sangat jadi wni,ReformasiPolri,0,Negative,165
karena demokrasi tidak akan pernah hidup jika aparat justru jadi algojo rakyatnya sendiri reformasipolri solidaritasrakyat voxpopulivoxdei,ReformasiPolri,0,Negative,166
selama pasal ini masih berlaku aparat yang ngakunya membela dan melindungi rakyat tetap akan menginjak rakyat karena mereka anggap itu cara yang benar reformasipolri memang diperlukan lembaga ini memiliki kewenangan yang sangat luas sampai di titik sudah jadi negara dalam negara,ReformasiPolri,2,Positive,167
maaf tidak bermaksud kami menyesalkan kami bertanggungjawab kami akan mengganti seluruh biaya pengobatan amplifier pendidikan kami akan netral jujur adil amplifier transparan terlalu sering di ucapkan dan sering diulangi lagi lagi reformasipolri segera,ReformasiPolri,0,Negative,168
reformasipolri kalau dari atasannya enggak jelas bawahan dan keroco nya pasti enggak jelas juga jangan hanya hukum supir yang nabrak tapi beri konsekuensi juga bagi atasan nya,ReformasiPolri,0,Negative,169
lawan sekarang golongan penghancur bangsa polisipembunuhrakyat acab1312 reformasipolri bubarkandpr,ReformasiPolri,0,Negative,170
sama sama hangeul tapi beda konteks reformasipolri indonesiagelap reformasidpr ripdemocracy,ReformasiPolri,1,Neutral,172
sudah lewat pukul rakyat mulai bergerak presiden amplifier perlu bergegas umumkan kebijakan yang inshaa allah redakan amarah rakyat reformasipolri tidak sekadar copot pimpinannya batalkan tunjangandpr jalankan partisipasipublik dalam pembuatan kebijakan publik,ReformasiPolri,1,Neutral,173
jaga diri jaga teman hatihati intelligence aparatkeparat reformasipolri,ReformasiPolri,1,Neutral,174
tagar reformasipolri itu tidak usah diangkat atau digaungkan kalian tahu artinya reformasi tidak sih reformasi hanya kocok ulang tukar formasi aduh punya pengalaman merasai sendiri bagaimana hasil reformasi98 kan masalah yang ada sistemik tidak bisa hanya dengan reformasi,ReformasiPolri,0,Negative,175
pejuang nafkah insyaa allah masuk golongan syahid cukup sudah arogansi aparat cukup sudah nyawa rakyat melayang siasia reformasipolri,ReformasiPolri,0,Negative,176
ini tidak akan terjadi kalau polisi korup keparat itu dipenjara semua reformasipolri,ReformasiPolri,0,Negative,177
gantikapolri reformasipolri jadikan institusi ini lembaga modern bukan konservatif menindas dan biadab,ReformasiPolri,0,Negative,178
maripahami senjata pengendali massa dan pelanggaran ham berbagai demonstrasi di kurun waktu membuktikan bahwa penggunaan senjata pengendali massa akan berujung pada pelanggaran ham reformasipolri,ReformasiPolri,1,Neutral,179
statement seperti ini kok kesannya bertendensi memprovokasi masyarakat noob in room empati data di lapangan berbeda reformasipolri,ReformasiPolri,0,Negative,180
stasiun goblok anjing gila kalian semua reformasipolri resetindonesia maaf saja tidak cukup mundur,ReformasiPolri,0,Negative,181
selayaknya kapolri mundur dari jabatanreformasipolri,ReformasiPolri,0,Negative,182
akibat yang tidak berempati amplifier memihak rakyat bubarkandprsontoloyo polisipembunuh reformasipolri,ReformasiPolri,0,Negative,183
jangan sampai kejadian bawaslu terulang lagi ibuprofen warga pertamburan turun usir polisipembunuh reformasipolri,ReformasiPolri,1,Neutral,184
dapat information sampai detik ini situasi masih memanas di wilayah senin kramat jati polisipembunuh polisipembunuhrakyat reformasipolri,ReformasiPolri,1,Neutral,185
jangan lupa teman polisi memang salah tapi yang paling patut disalahkan adalah dpr you mereka yang tetap digaji juta setiap hari pas kalian dilindas dan tetap tuli tidak mau menemui rakyat itu wakil rakyat apa wakil setan aparatkeparat bubarkandpr reformasipolri,ReformasiPolri,0,Negative,186
kalau setiap kebodohan polisi diselesaikan dengan meminta maaf dan klarifikasi terus buat apa bintang dileher itu buat apa anggaran 126t per tahun reformasipolri segera,ReformasiPolri,0,Negative,187
reformasipolri mundur bapak,ReformasiPolri,0,Negative,188
hey you aamiinkan reformasipolri polisipembunuh,ReformasiPolri,0,Negative,189
seruan aksi jumat agustus reformasipolri reformasipolri,ReformasiPolri,1,Neutral,190
yang jelas memang demo jilid selanjutnya sebaiknya diarahkan ke reformasipolri terdahulu karena ini lebih mendesak,ReformasiPolri,0,Negative,191
kemarahan rakyat hari ini itu bukan hanya soal tunjangan dpr ini akumulasi dari dampak punya pejabat yang tidak kompeten semua lini kena kecuali kamu dan lingkaran kamu kan reformasipolri reformasiparlemen revisiuupemilu,ReformasiPolri,0,Negative,192
nembakin flatulence blanked mata ke fasum wah ini tidak ada yang mau bikin tagar bubarkanpolri atau reformasipolri begitu sumpah mending damkar doh yang jadi kesatuan penegakan hukum dan keamanan,ReformasiPolri,0,Negative,193
baru year baru aku jangan lupa reformasipolri,ReformasiPolri,1,Neutral,194
reformasipolri revolusipolri revolusi polri,ReformasiPolri,1,Neutral,195
you allah lagi kesal sebenarnya lihat kondisi negara sampai aksi tanggal dan hari ini hanya bisa bantu dead on arrival tidak woro woro tapi lagi dan lagi rakyat yang lagi berjuang menuntut hugs and kisses ke negara malah jadi korban dan pelakunya perpanjangan tangan negara itu sendiri acab reformasipolri,ReformasiPolri,0,Negative,196
jangan pernah percaya lagi dengan instansi biadab ini mereka selalu buat alasan kanjuruhan gamma afif dan lagi malam ini warga sipil mati ditangan polisi reformasi polri harga mati reformasipolri polisipembunuh,ReformasiPolri,0,Negative,197
no bayangkan sudah itu mental masih seperti anak tawuran tapi dikasih akses senpi dan senjata perlawanan lain 1312forever reformasipolri,ReformasiPolri,0,Negative,198
reformasi polri harga mati polisipembunuh reformasipolri,ReformasiPolri,0,Negative,199
ojol gugur dilindas di bawah ban aparat satu nyawa bukan angka satu tragedi bukan insiden reformasipolri,ReformasiPolri,0,Negative,200
desak reformasi polri segera reformasipolri,ReformasiPolri,1,Neutral,201
polisi pembunuh reformasipolri,ReformasiPolri,0,Negative,202
protap pengamanan berubah menjadi protap pembantaian reformasipolri,ReformasiPolri,1,Neutral,203
reformasipolri sekarang jangan sampai ganti kepala kepalanya lepas secara harfiah dulu,ReformasiPolri,1,Neutral,204
baca laporan pengendalian tidak terkendali selengkapnya melalui website kontras reformasipolri,ReformasiPolri,1,Neutral,205
berantas budaya kekerasan dan pentingnya reformasi polri kekerasan itu jadi budaya di kepolisian terefleksi dari perilaku dan pola di setiap kejadian di lapangan perlu ada pembenahan strukturan di kepolisian up close and personal vokalis reformasipolri,ReformasiPolri,1,Neutral,206
reformasipolri secara total segeragantikapolri kurangikekuasaanpolri polisi lagi,ReformasiPolri,1,Neutral,207
seberapa terjal jalan menuju kepolisian yang ideal mungkinkah mimpi buruk kesewenangwenangan polisi segera berakhir kamis agustus pukul wita di halaman kantor lebih makassar mantraberbenah reformasikepolisian reformasipolri tolakrkuhap,ReformasiPolri,1,Neutral,208
antisipasi pengamanan itu semuanya bohong dari merekalah yang memulai chaos dan terjadi pemukulan penangkapan tuduhan tanpa bukti reformasipolri,ReformasiPolri,0,Negative,209
buat bem kalau mau demo tentunya tertib ke kantor partai jangan ke dpr dpr itu rumah rakyat yang di isi oleh utusan golongan partai demo ke message partai agr mereka mengutus kadernya yang mewakili kepentingan rakyat setuju kah bapak,BEM_SI,0,Negative,210
warga berdatangan ke gerbang utama dpr ri kamis di senayan jakarta setelah melihat lilin menyala amplifier papan ucapan dukacita yang dibawa massa aksi dari bem stop it sumber baca berita lainnya di,BEM_SI,1,Neutral,211
salah berjamaah lewat rakyat bandungguyub bem revolusi demo kwitang joget,BEM_SI,0,Negative,212
bem bemsi indonesiacemas demo demomahasiswa dpr dprri bem stop it pastikan tidak gelar aksi di jakarta hari ini demo susulan digelar besok,BEM_SI,1,Neutral,213
bapak rocky gerung bilang kalau semua di reshuffle bahaya buat bowo dan kestabilan negara polisipembunuh resetindonesia,ResetIndonesia,0,Negative,214
suara langkah kaki dan teriakan mungkin tidak terdengar lagi tapi selembar tangan dan sejumlah perangkat masih bisa bersuara artistbersuara resetindonesia indonesiagelap bubarkandpr,ResetIndonesia,1,Neutral,215
hanya bacot pihak sejauh ini kalau berani bacot geng solo baru aku percaya polisipembunuh resetindonesia,ResetIndonesia,0,Negative,216
justru fungsi pers adalah memastikan masyarakat mendapatkan haknya atas informasi hugs and kisses atas informasi adalah ham juga jadi kemenhan jangan melanggar ham resetindonesia,ResetIndonesia,2,Positive,217
hentikan penggusuran amplifier perampasan tanah laksanakan reforma agraria sejati mari turun bersama organisasi tani amplifier rakyat melawan penggusuran dan perampasan pada kamis di depan dpr ri mari resetindonesia dengan reforma agraria sejati sebagai basis industrialisasi nasional,ResetIndonesia,1,Neutral,218
hebat menjilat dan menelan ludah sendiri polisipembunuh resetindonesia,ResetIndonesia,0,Negative,219
hasil pengeluaran nevada hari ini rabu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,220
hasil pengeluaran brunei hari ini rabu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,221
besok jadi menpora polisipembunuh resetindonesia,ResetIndonesia,1,Neutral,222
akhirnya ada pejabatelit yang waras mengakui kesalahan meminta maaf dan mundur semoga menjadi contoh baik untuk yang lain resetindonesia,ResetIndonesia,2,Positive,223
prapesan a lot of resetindonesia tinggal hari lagi pesan di toko a lot of kesayangan kamu atau hubungi mari mulai perubahan besar sejak dalam pikiran pesan di toko oren,ResetIndonesia,1,Neutral,224
kakak hey you mainin disc jockey setengah resetindonesia di warteg skena,ResetIndonesia,1,Neutral,225
begini komentar soal a lot of resetindonesia miring kan sebuah utas,ResetIndonesia,0,Negative,226
besok jadi menpora bapak polisipembunuh resetindonesia,ResetIndonesia,0,Negative,227
apa yang diharap dari polisi seperti begini tidak sekali dua kali mengarang cerita bebas tapi di luar nalar publik resetindonesia,ResetIndonesia,0,Negative,228
pot kettle black no netanyahu united polisipembunuh resetindonesia,ResetIndonesia,1,Neutral,229
wach keren juga kakak tapi bukan karena mau jadi menteri the other half jadi tulus mundur you nih oke lah178 gerindra 10septembre2025 resetindonesia nepal,ResetIndonesia,1,Neutral,230
tentara bodoh dikitdikit batasin informasi bacot kamu kriminal polisipembunuh resetindonesia,ResetIndonesia,0,Negative,231
ibuprofen teddy boti yang membesarkan mulyono mana mungkin dia lupa lagian tidak ada gunanya mengidolakan seperti begini polisipembunuh resetindonesia,ResetIndonesia,0,Negative,232
laugh move siapsiap kalah lagi seperti dengan ferry irwandi polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,233
senang melihat jumlah toko a lot of indi yang membuka prapesan resetindonesia terus bertambah sila pesan dari toko a lot of indi mana pun cara sederhana untuk turut merawat keberlangsungan mereka,ResetIndonesia,2,Positive,234
hasil pengeluaran singapore hari ini rabu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,235
di adu alone omong tetap kawal resetindonesia,ResetIndonesia,0,Negative,236
mengapa polri harus direformasi resetindonesia projectmultatuli reformasipolri,ResetIndonesia,1,Neutral,237
bebankan ke negara saja bapak gaji dprd itu juta ke atas rata semua provinsi polisipembunuh resetindonesia,ResetIndonesia,0,Negative,238
soal tuntutan ada kemiripan dengan kekuasaan dinilai terpusat di leader maka menggulingkannya jadi utama metodenya keras resetindonesia tidak ditujukan untuk menumbangkan struktur aktor apa apa cenderung programatik imply ada kesempatan berbenah maka pakai cara cara demokratis,ResetIndonesia,0,Negative,239
tidak percaya akan diurus kalian hanya perwakilan idf di indonesia dasar pembunuh polisipembunuh resetindonesia,ResetIndonesia,0,Negative,240
karena tuhan tidak akan mengubah nasib suatu kaum sampai mereka sendiri yang bangkit dan mengubahnya resetindonesia amukrakyat,ResetIndonesia,0,Negative,241
termul langsung mute block dia polisipembunuh resetindonesia,ResetIndonesia,0,Negative,242
siber tapi dipimpin boomer hiya kalau bapak onno aku purbo baru aku percaya polisipembunuh resetindonesia,ResetIndonesia,0,Negative,243
maling teriak maling ini tidak akan membuatmu lebih baik resetindonesia polisipembunuh dprbebannegara,ResetIndonesia,0,Negative,244
alhamdulilah hukum sebabakibat rakyat mereka tidak akan marah sebegitunya kalau pemerintah selesai polisipembunuh resetindonesia,ResetIndonesia,0,Negative,245
kalau lolos atau tidaknya menjadi hakim agung ditentukan oleh mekanisme dpr hari ini you ngarepin hakim agung yang benar you begitu doh resetindonesia,ResetIndonesia,0,Negative,246
kok bisa masih percaya hukum di indonesia hari ini resetindonesia,ResetIndonesia,0,Negative,247
hasil pengeluaran king kong 4d sore hari ini rabu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,248
yang jelas ancaman dari luar seperti judol tidak diurus kamu sudah nirnorma niretika nirkompeten ditambah takut sama youtuber kamu mending urus itu public key infrastructure mulyono susupan cina koruptor tapi sedunia polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,249
ini aku kasih inspirasi desain nailart yang mau menggaruk muka pemerintah dengan kuku tetap slay pakee saja doh siapa tahu terinspirasi aku muah sangat anjing pemerintah kelakuannya ada ajahh doh hari hari huft resetindonesia,ResetIndonesia,0,Negative,250
hasil pengeluaran toto macau sore hari ini rabu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,ResetIndonesia,1,Neutral,251
kode meminta dilemparin sampah lagi ini polisipembunuh resetindonesia dprbebannegara,ResetIndonesia,0,Negative,252
selama hanya berani kritik sisi butuh dicurigai memang polisipembunuh resetindonesia,ResetIndonesia,0,Negative,253
rekor hari blunder anak bapak hari tapi langsung di demo suruh turun butuh masuk a lot of sejarah dan rekor muri polisipembunuh resetindonesia,ResetIndonesia,0,Negative,254
apa begini sih dia menerima jabatan menteri pendidikan yang bukan background dia ngerusak pendidikan tidak perlu dibela juga kali polisipembunuh resetindonesia,ResetIndonesia,0,Negative,255
pantas sangat hukum sebab akibat mereka tidak akan begitu kalau pemerintah selesai polisipembunuh resetindonesia,ResetIndonesia,0,Negative,256
sudah beli a lot of mereka jokowis white money polisipembunuh resetindonesia,ResetIndonesia,1,Neutral,257
setuju polisipembunuh resetindonesia,ResetIndonesia,0,Negative,258
resetindonesia kembalikan kembali uud sebelum amandemen,ResetIndonesia,1,Neutral,259
netanyahu united no yang jadi komisaris tambang raja ampat juga begini polisipembunuh resetindonesia,ResetIndonesia,0,Negative,260
maling teriak maling that's ok pahlawan polisipembunuh resetindonesia,ResetIndonesia,0,Negative,261
sharelok pekan kebudayaan indonesia kalau sudah sorry if already posted polisipembunuh resetindonesia,ResetIndonesia,1,Neutral,262
alhamdulilah hukum sebabakibat polisipembunuh resetindonesia,ResetIndonesia,0,Negative,263
