row_index,text,entity,role,ID
623,resetindonesia brave pink hero green artis pespor mundur disponsori freeport diangkat topik skripsi,resetindonesia,ORG,660
623,resetindonesia brave pink hero green artis pespor mundur disponsori freeport diangkat topik skripsi,freeport,ORG,660
624,shotout kakak jajanin layout galbrena cantik kakak jaden semoga rezeki lancar urusannya dimudahkan lt3 indonesiagelap resetindonesia prayforindonesia,jajanin,PER,661
624,shotout kakak jajanin layout galbrena cantik kakak jaden semoga rezeki lancar urusannya dimudahkan lt3 indonesiagelap resetindonesia prayforindonesia,jaden,PER,661
624,shotout kakak jajanin layout galbrena cantik kakak jaden semoga rezeki lancar urusannya dimudahkan lt3 indonesiagelap resetindonesia prayforindonesia,lt3 indonesiagelap resetindonesia prayforindonesia,ORG,661
625,thank giveawaynya kakak gaya kakak kakak nan kakak jaden hoping indonesia turn better for real lt3 indonesiagelap resetindonesia prayforindonesia ripdemokrasi wargajagawarga,jaden hop,PER,662
627,a lot of panduan makar dipesan toko a lot of kesayangan hubungi resetindonesia,resetindonesia,ORG,665
630,hasil pengeluaran toto cambodia sabtu result selamat pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,toto cambodia,ORG,668
630,hasil pengeluaran toto cambodia sabtu result selamat pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,resetindonesia,ORG,668
638,terimakasih giveawaynya kakak unknown person semoga negeri bangkit demokrasi benaran ditegakkan semena mena rakyat tuntutan dipenuhi resetindonesia,resetindonesia,ORG,677
640,momentum bersih tersaji pilihannya ambil konsekuensi mayoritas rakyat membersamai choose rakyat marah ragu membersihkan warisan mulyono rakyat muah resetindonesia,choose,PER,679
642,pejabat core negeri orientasinya proyek proyek proyek disitu black hole beyond economical repair asyik mahsyuk melepaskan syhawat merampok uang rakyat resetindonesia agaf terhindar bayang indonesiagelap,mahsyuk,PER,681
649,fokus resetindonesia fokus tuntutan terpecah belah inklusif mengekslusifkan orang bergandeng tanganlah indonesia,resetindonesia,ORG,688
658,rebutan ngelindungin biar dipuji majikan mulyono occrp polisipembunuh resetindonesia dprbebannegara,mulyono,PER,698
662,fufufafa bersabda polisipembunuh resetindonesia dprbebannegara,fufufafa,PER,702
663,model paket urus anak anak terlantar anak buang orang tuanya miskin anak jalanan panti sosial anak resetindonesia,panti sosial anak resetindonesia,ORG,703
665,kasih lihat guruguru foto bilang ibuprofen aksi anak mengikuti berhenti pikir anak provokator resetindonesia,resetindonesia,ORG,705
666,indonesia emas bubar emas resetindonesia prabowo,prabowo,PER,706
667,berpulangnya affan membuatku terbangun koma berbulanbulan catatan demonstrasi acab resetindonesia rora,affan,PER,707
667,berpulangnya affan membuatku terbangun koma berbulanbulan catatan demonstrasi acab resetindonesia rora,rora,PER,707
670,berpulangnya affan membuatku terbangun koma berbulanbulan catatan demonstrasi acab resetindonesia,affan,PER,711
673,poin tunjangan jabatan amplifier fungsi dewan okelah titik amplifier sub sub poinnya biaya visit daerah biayatunjangan diluar komponen iseng iseng cek sknya resetindonesia,resetindonesia,ORG,714
676,tuntutan rakyat sahroni eko uya nafa adies dpr coba pleasing tuntaskan resetindonesia resetdpr indonesiaberbenah indonesiagelap,sahroni eko uya nafa adies,PER,717
677,gaji dpr rakyat lihat juta mahfud doctor of medicine ceritanya biaya komunikasi juta polisipembunuh resetindonesia dprbebannegara,mahfud,PER,718
681,langsung idf memperlakukan palestina dunia tinggal lihat parcok perwakilan idf indonesia polisipembunuh resetindonesia dprbebannegara,##bebannegara,PER,722
689,terinspirasi lukisan karya eugene delacroix resetindonesia artistbersuara,eugene delacroix,PER,731
691,elit freeport pengeruk seventh-day adventist perusak alam salingjaga wargajagawarga resetindonesia,freeport,ORG,733
695,miris kondisi masyarakat separah pemerintah pejabat negara buta tuli menganggap rakyat dibodohi janji janji manis berkuasa kepentingan pribadi partai kroni kroninya resetindonesia,resetindonesia,ORG,737
701,pakaian ngemall kemanapun ditemenin ayang hobi resetindonesia,ayang,PER,743
705,parcok parjo menanggapi tuntutan resetindonesia,parcok parjo,PER,747
706,terima kasih kakak unknown person kakak zen mengadakan hadiah semoga kakak kesehatan kebahagiaan harapanku indonesia semoga cepat pulih dijauhkan pemimpin egoisdzalim amin resetindonesia indonesiagelap,egoisdzalim,PER,749
706,terima kasih kakak unknown person kakak zen mengadakan hadiah semoga kakak kesehatan kebahagiaan harapanku indonesia semoga cepat pulih dijauhkan pemimpin egoisdzalim amin resetindonesia indonesiagelap,amin,PER,749
712,terima kasih kakak nan kakak kakak gaya kirara kakak indonesiagelap resetindonesia prayforindonesia,gaya kirara,PER,755
712,terima kasih kakak nan kakak kakak gaya kirara kakak indonesiagelap resetindonesia prayforindonesia,##lap resetindonesia prayforindonesia,ORG,755
733,terimakasih ibuprofen niat baiknya melaksanakan tuntutan sesuai batas waktu teruntuk amplifier ibuprofen tanda menganggap rakyat resetindonesia,ibuprofen,PER,777
733,terimakasih ibuprofen niat baiknya melaksanakan tuntutan sesuai batas waktu teruntuk amplifier ibuprofen tanda menganggap rakyat resetindonesia,ibuprofen,PER,777
734,hati hati someone who uses other people to gain an advantage pecandu disewa oknum pemerintah fitnah influncer berjuang salahsatu orang mendukung kerusuhan darurat militer arahan oknum bayar resetindonesia,resetindonesia,ORG,778
744,veteran tiongkok versus konoha resetindonesia pestapora2025,konoha resetindonesia,ORG,788
763,diarepin rapat kagak pokoknya isu dibahas tuntas kawal tuntutan pantau putusanputusan dicabut diterbitin resetindonesia,resetindonesia,ORG,807
767,simak aneka perjuangan kemanusiaan keadilan sosial kaleidoskopnirkekerasan agustus simak kaleidoskop bulanbulan instagram tautan berita diakses resetindonesia,resetindonesia,ORG,811
771,fiksi pembahasan sensitif resetindonesia edukasi mengenalkan isi a lot of animal farm karya george orwell edisi 75th anniversary foto a lot of pinterest baca perpus,george orwell,PER,816
783,diskusi benaran komen bodoh langsung cek akun benaran termul langsung mute ngebait interaksi hasil top komentar polisipembunuhrakyat resetindonesia,benar,PER,831
788,terimakasih mengadakan ganya kakak unknown person amplifier kakak sire semoga negara membaik keadaannya rakyat indonesia hidup aman tentram damai sentosa pemerintah mendengarkan aspirasi rakyat resetindonesia,sire,PER,836
793,hasil putusan mm ok agustus paralytic pembela hugs and kisses rakyat mendorong perlindungan hukum pembela hugs and kisses sosiallingkungan indonesiaberbenah resetindonesia hamdanlingkungan putusangugatanmk,hugs,PER,843
793,hasil putusan mm ok agustus paralytic pembela hugs and kisses rakyat mendorong perlindungan hukum pembela hugs and kisses sosiallingkungan indonesiaberbenah resetindonesia hamdanlingkungan putusangugatanmk,hugs,PER,843
804,berduka caught in the act matinya demokrasi indonesiagelap resetindonesia prayforindonesia timakaci ganya kakak semoga indonesia cepat pulih hyacine,ganya,PER,854
815,nemu instal threads mencari sumber videonya tiktok anjir paraahh menyesal kemarin anita jacoba coba cek bela nadiem makarim resetindonesia resetdpr dprdewanpenindasrakyat,tiktok anjir paraahh,PER,865
815,nemu instal threads mencari sumber videonya tiktok anjir paraahh menyesal kemarin anita jacoba coba cek bela nadiem makarim resetindonesia resetdpr dprdewanpenindasrakyat,anita jacoba,PER,865
815,nemu instal threads mencari sumber videonya tiktok anjir paraahh menyesal kemarin anita jacoba coba cek bela nadiem makarim resetindonesia resetdpr dprdewanpenindasrakyat,nadiem makarim,PER,865
819,satpol pepe crypto alright resetindonesia,crypto alright,PER,869
822,mengeluarkan statment ikan busuk busuk resetindonesia kapolriharusmundur,##harusmundur,PER,872
824,september d6 comeback resetindonesia,resetindonesia,ORG,874
834,okaayy butuh updatee buka label on twitter to aid searching resetindonesia information information sanaa,aid,ORG,884
834,okaayy butuh updatee buka label on twitter to aid searching resetindonesia information information sanaa,resetindonesia information information,ORG,884
839,janee movement resetindonesia ketinggalan kabar,janee,PER,889
850,skandal manipulasi suara caleg dpr ri banda aceh kehendak yusri razali bikin musibah orang aceh resetindonesia,yusri razali,PER,901
853,rocky gerung kesalahan bem user interface adilijokowi resetindonesia,rocky gerung,PER,904
853,rocky gerung kesalahan bem user interface adilijokowi resetindonesia,adilijokowi,PER,904
854,ratu pajak komplain sri mulyono uang pajak rumah amerika polisipembunuh resetindonesia,sri mulyono,PER,905
857,gantian weird aksinya minggu kemarin udahkan kamisan minggu aliansi perempuan minggu besok bolelah sanggup seminggu 2x aksi berisik socmed putus menyerah semangat resetindonesia,weird,PER,908
857,gantian weird aksinya minggu kemarin udahkan kamisan minggu aliansi perempuan minggu besok bolelah sanggup seminggu 2x aksi berisik socmed putus menyerah semangat resetindonesia,socmed,PER,908
857,gantian weird aksinya minggu kemarin udahkan kamisan minggu aliansi perempuan minggu besok bolelah sanggup seminggu 2x aksi berisik socmed putus menyerah semangat resetindonesia,resetindonesia,ORG,908
861,thank kakak ize moga tidak ada korban jiwa semoga indonesia resetindonesia indonesiagelap prayforindonesia,ize,PER,912
861,thank kakak ize moga tidak ada korban jiwa semoga indonesia resetindonesia indonesiagelap prayforindonesia,prayforindonesia,ORG,912
862,roslan rosani chief executive officer danantara teman diduga korupsi asabri perusahaannya mengelola reksadana danantara hutang pakai jaminan asset negara negara antek asingnya resetindonesia,roslan rosani,PER,913
862,roslan rosani chief executive officer danantara teman diduga korupsi asabri perusahaannya mengelola reksadana danantara hutang pakai jaminan asset negara negara antek asingnya resetindonesia,chief executive officer,ORG,913
862,roslan rosani chief executive officer danantara teman diduga korupsi asabri perusahaannya mengelola reksadana danantara hutang pakai jaminan asset negara negara antek asingnya resetindonesia,danantara,PER,913
862,roslan rosani chief executive officer danantara teman diduga korupsi asabri perusahaannya mengelola reksadana danantara hutang pakai jaminan asset negara negara antek asingnya resetindonesia,resetindonesia,ORG,913
871,hasil pengeluaran toto cambodia jumat result selamat pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,toto cambodia,ORG,922
872,thank kakak ize ganya semoga tuntutannya dipenuhi suara rakyat didengar diwujudkanlekas pulih indonesia resetindonesia indonesiagelap prayforindonesia,ize ganya,PER,923
880,berduka caught in the act matinya demokrasi indonesiagelap resetindonesia prayforindonesia izin ikutan kakakkakak terima kasih giveawaynya hyacine,hyacine,PER,932
889,demo special edition cutesy awas menuduh makar acab1312 17plus8 septembercerah demo dprian,cutesy awas,PER,943
894,curah hujan menyebabkan banjir wilayah bali get credit card mengajak bersamasama membantu warga terdampak bank bpd bali yayasan get credit card indonesia mari wargajagawarga,get credit card,ORG,948
894,curah hujan menyebabkan banjir wilayah bali get credit card mengajak bersamasama membantu warga terdampak bank bpd bali yayasan get credit card indonesia mari wargajagawarga,bank bpd bali yayasan get credit card indonesia,ORG,948
894,curah hujan menyebabkan banjir wilayah bali get credit card mengajak bersamasama membantu warga terdampak bank bpd bali yayasan get credit card indonesia mari wargajagawarga,mari wargajagawarga,PER,948
946,networking sephia duanya wargajagawarga,sephia,PER,1006
959,pemerintah ajak siskamling bapakbapak langsung gercep wargajagawarga,bapakbapak,PER,1019
965,malingnya bingung bapakbapak asyik ngopi makan gorengan wargajagawarga,bapakbapak,PER,1025
966,bapakbapak ngeronda menonton bareng vibesnya seru wargajagawarga,bapakbapak,PER,1027
969,emakemak dukung siskamling pulangnya bawa martabak wargajagawarga,emakemak,PER,1030
975,pemerintah mengajak duta langsung gercep ngeronda wargajagawarga,gercep,PER,1037
1050,siskamling aktif bapakbapak sorry if already posted superhero komplek wargajagawarga,bapakbapak,PER,1116
1056,ngeronda bapakbapak pulang bawa bekel istri wargajagawarga,bapakbapak,PER,1128
1078,duta ngeronda auto iri komplek sebelah wargajagawarga,duta ngeronda auto,ORG,1174
1105,siskamling peristiwa bapakbapak curhat cicilan wargajagawarga,bapakbapak,PER,1238
1142,ngeronda melatih jiwa kepemimpinan wargajagawarga,ngeronda,PER,1299
1151,chief executive officer wargajagawarga,wargajagawarga,PER,1329
1175,ngeronda peristiwa bapakbapak curhat cicilan wargajagawarga,bapakbapak,PER,1369
1183,emakemak auto bangga suaminya rajin ngeronda wargajagawarga,emakemak auto,PER,1402
1247,prabowo mengajak masyarakat aktif saran bersinergi melawan korupsi menyelamatkan uang rakyat jaga stabilitas persatuan bangsa wargajagawarga presidenprabowo masyarakataktif persatuanbangsa indonesiagoid,prabowo,PER,1508
1247,prabowo mengajak masyarakat aktif saran bersinergi melawan korupsi menyelamatkan uang rakyat jaga stabilitas persatuan bangsa wargajagawarga presidenprabowo masyarakataktif persatuanbangsa indonesiagoid,presidenprabowo,PER,1508
1248,wargajagawarga keterlibatan warga gerakan tunjukkan kesadaran politik kekuasaan digerakkan beragam perjuangan butuh keberanian membangun ruang alternatif mandiri sistem dominan merlyna lim,merlyna lim,PER,1509
1249,selamat berjuang adik mahasswa jaga keselamatan amplifier rekanmu sodaramu masyarakat hope god bless you wargajagawarga prayforindonesia mahasiswaindonesia,sodaramu,PER,1510
1250,cari supir hear part wargajagawarga bantuin tukiran membantu domisili beliau pancoran jakarta selatan butuh supir jalan information pesan rting regarding appreciated,tukiran,PER,1511
1254,komen komen mengerdilkan aksi terafiliasi kerjaannya parcok parjo hey you teman hati hati komen komen kampret mengecilkan aksi warga baca akunnya langsung mute block wargajagawarga,parcok,PER,1515
1257,mari tagih batas waktu tuntutan terprovokasi paralytic bajingan provokator disekitar aksi jaga teman orangorang provokator jaga teman aksi salammahasiswaindonesia wargajagawarga,paralytic bajingan,PER,1518
1268,kemarin konsultasi bareng kakak nadiva hasna berkeluh kesah mengobrol didengarkan dukung belajar teknik grounding breathing terimakasih lot kakak kondisi means lot wargajagawarga wargabantuwarga,nadiva hasna,PER,1529
1270,wali mengajak masyarakat menghidupkan siskamling semangat warga jaga warga warga jaga kota mewujudkan visi bandung utama unggul terbuka amanah maju agamis wargajagawarga wargajagakota farhanerwin bandungutama,farhanerwin bandung,PER,1531
